wind_speed,visibility,precip,pressure,takeoff_risk,landing_risk,enroute_risk
18.41248,10.0,0.0,1019.1,LOW RISK,MODERATE RISK,ENROUTE SAFE 
14.96014,10.0,0.0,1019.4,LOW RISK,LOW RISK,ENROUTE SAFE 
16.11092,10.0,0.0,1019.4,LOW RISK,LOW RISK,ENROUTE SAFE 
14.96014,10.0,0.0,1018.5,LOW RISK,LOW RISK,ENROUTE SAFE 
17.2617,10.0,0.0,1017.2,LOW RISK,LOW RISK,ENROUTE SAFE 
18.41248,10.0,0.0,1016.2,LOW RISK,MODERATE RISK,ENROUTE SAFE 
19.56326,10.0,0.0,1015.4,LOW RISK,MODERATE RISK,ENROUTE SAFE 
20.71404,10.0,0.0,1014.9,MODERATE RISK,MODERATE RISK,ENROUTE SAFE 
20.71404,10.0,0.0,1014.9,MODERATE RISK,MODERATE RISK,ENROUTE SAFE 
19.56326,10.0,0.0,1015.1,LOW RISK,MODERATE RISK,ENROUTE SAFE 
18.41248,10.0,0.0,1015.6,LOW RISK,MODERATE RISK,ENROUTE SAFE 
18.41248,10.0,0.0,1015.6,LOW RISK,MODERATE RISK,ENROUTE SAFE 
20.71404,10.0,0.0,1015.7,MODERATE RISK,MODERATE RISK,ENROUTE SAFE 
16.11092,10.0,0.0,1015.4,LOW RISK,LOW RISK,ENROUTE SAFE 
17.2617,10.0,0.0,1015.7,LOW RISK,LOW RISK,ENROUTE SAFE 
13.80936,10.0,0.0,1016.5,LOW RISK,LOW RISK,ENROUTE SAFE 
13.80936,10.0,0.0,1016.8,LOW RISK,LOW RISK,ENROUTE SAFE 
14.96014,10.0,0.0,1017.2,LOW RISK,LOW RISK,ENROUTE SAFE 
17.2617,10.0,0.0,1017.9,LOW RISK,LOW RISK,ENROUTE SAFE 
18.41248,10.0,0.0,1018.9,LOW RISK,MODERATE RISK,ENROUTE SAFE 
13.80936,10.0,0.0,1019.4,LOW RISK,LOW RISK,ENROUTE SAFE 
12.65858,10.0,0.0,1020.1,LOW RISK,LOW RISK,ENROUTE SAFE 
16.11092,10.0,0.0,1021.2,LOW RISK,LOW RISK,ENROUTE SAFE 
10.35702,10.0,0.0,1022.4,LOW RISK,LOW RISK,ENROUTE SAFE 
13.80936,10.0,0.0,1023.3,LOW RISK,LOW RISK,ENROUTE SAFE 
12.65858,10.0,0.0,1024.5,LOW RISK,LOW RISK,ENROUTE SAFE 
10.35702,10.0,0.0,1024.9,LOW RISK,LOW RISK,ENROUTE SAFE 
20.71404,10.0,0.0,1024.7,MODERATE RISK,MODERATE RISK,ENROUTE SAFE 
17.2617,10.0,0.0,1024.9,LOW RISK,LOW RISK,ENROUTE SAFE 
16.11092,10.0,0.0,1023.9,LOW RISK,LOW RISK,ENROUTE SAFE 
9.20624,10.0,0.0,1024.0,LOW RISK,LOW RISK,ENROUTE SAFE 
11.5078,10.0,0.0,1024.1,LOW RISK,LOW RISK,ENROUTE SAFE 
8.05546,10.0,0.0,1024.4,LOW RISK,LOW RISK,ENROUTE SAFE 
8.05546,10.0,0.0,1024.2,LOW RISK,LOW RISK,ENROUTE SAFE 
5.7539,10.0,0.0,1025.0,LOW RISK,LOW RISK,ENROUTE SAFE 
9.20624,10.0,0.0,1025.2,LOW RISK,LOW RISK,ENROUTE SAFE 
8.05546,10.0,0.0,1025.3,LOW RISK,LOW RISK,ENROUTE SAFE 
5.7539,10.0,0.0,1024.2,LOW RISK,LOW RISK,ENROUTE SAFE 
5.7539,10.0,0.0,1024.6,LOW RISK,LOW RISK,ENROUTE SAFE 
8.05546,10.0,0.0,1023.9,LOW RISK,LOW RISK,ENROUTE SAFE 
8.05546,10.0,0.0,1023.2,LOW RISK,LOW RISK,ENROUTE SAFE 
8.05546,10.0,0.0,1023.8,LOW RISK,LOW RISK,ENROUTE SAFE 
6.90468,10.0,0.0,1023.9,LOW RISK,LOW RISK,ENROUTE SAFE 
8.05546,9.0,0.0,1023.0,LOW RISK,LOW RISK,ENROUTE SAFE 
8.05546,10.0,0.0,1022.1,LOW RISK,LOW RISK,ENROUTE SAFE 
8.05546,4.0,0.0,1020.9,MODERATE RISK,LOW RISK,ENROUTE CAUTION
12.65858,9.0,0.0,1017.8,LOW RISK,LOW RISK,ENROUTE SAFE 
12.65858,9.0,0.0,1016.8,LOW RISK,LOW RISK,ENROUTE SAFE 
10.35702,10.0,0.0,1016.1,LOW RISK,LOW RISK,ENROUTE SAFE 
10.35702,10.0,0.0,1015.6,LOW RISK,LOW RISK,ENROUTE SAFE 
10.35702,10.0,0.0,1015.5,LOW RISK,LOW RISK,ENROUTE SAFE 
11.5078,10.0,0.0,1015.8,LOW RISK,LOW RISK,ENROUTE SAFE 
10.35702,10.0,0.0,1016.3,LOW RISK,LOW RISK,ENROUTE SAFE 
14.96014,10.0,0.0,1016.7,LOW RISK,LOW RISK,ENROUTE SAFE 
11.5078,10.0,0.0,1016.8,LOW RISK,LOW RISK,ENROUTE SAFE 
12.65858,10.0,0.0,1016.9,LOW RISK,LOW RISK,ENROUTE SAFE 
10.35702,10.0,0.0,1017.1,LOW RISK,LOW RISK,ENROUTE SAFE 
10.35702,10.0,0.0,1017.3,LOW RISK,LOW RISK,ENROUTE SAFE 
12.65858,10.0,0.0,1017.9,LOW RISK,LOW RISK,ENROUTE SAFE 
14.96014,10.0,0.0,1018.3,LOW RISK,LOW RISK,ENROUTE SAFE 
10.35702,10.0,0.0,1019.0,LOW RISK,LOW RISK,ENROUTE SAFE 
9.20624,10.0,0.0,1019.4,LOW RISK,LOW RISK,ENROUTE SAFE 
10.35702,10.0,0.0,1019.7,LOW RISK,LOW RISK,ENROUTE SAFE 
10.35702,10.0,0.0,1020.5,LOW RISK,LOW RISK,ENROUTE SAFE 
12.65858,10.0,0.0,1021.6,LOW RISK,LOW RISK,ENROUTE SAFE 
12.65858,10.0,0.0,1023.0,LOW RISK,LOW RISK,ENROUTE SAFE 
4.60312,10.0,0.0,1023.9,LOW RISK,LOW RISK,ENROUTE SAFE 
12.65858,10.0,0.0,1024.9,LOW RISK,LOW RISK,ENROUTE SAFE 
18.41248,10.0,0.0,1025.9,LOW RISK,MODERATE RISK,ENROUTE SAFE 
11.5078,10.0,0.0,1026.3,LOW RISK,LOW RISK,ENROUTE SAFE 
13.80936,10.0,0.0,1026.5,LOW RISK,LOW RISK,ENROUTE SAFE 
13.80936,10.0,0.0,1027.0,LOW RISK,LOW RISK,ENROUTE SAFE 
11.5078,10.0,0.0,1027.3,LOW RISK,LOW RISK,ENROUTE SAFE 
8.05546,10.0,0.0,1027.9,LOW RISK,LOW RISK,ENROUTE SAFE 
5.7539,10.0,0.0,1028.5,LOW RISK,LOW RISK,ENROUTE SAFE 
5.7539,10.0,0.0,1029.2,LOW RISK,LOW RISK,ENROUTE SAFE 
4.60312,10.0,0.0,1029.6,LOW RISK,LOW RISK,ENROUTE SAFE 
0.0,10.0,0.0,1029.5,LOW RISK,LOW RISK,ENROUTE SAFE 
0.0,10.0,0.0,1029.7,LOW RISK,LOW RISK,ENROUTE SAFE 
0.0,10.0,0.0,1029.6,LOW RISK,LOW RISK,ENROUTE SAFE 
0.0,10.0,0.0,1029.3,LOW RISK,LOW RISK,ENROUTE SAFE 
0.0,10.0,0.0,1029.5,LOW RISK,LOW RISK,ENROUTE SAFE 
9.20624,10.0,0.0,1029.5,LOW RISK,LOW RISK,ENROUTE SAFE 
8.05546,10.0,0.0,1029.6,LOW RISK,LOW RISK,ENROUTE SAFE 
8.05546,10.0,0.0,1029.4,LOW RISK,LOW RISK,ENROUTE SAFE 
6.90468,10.0,0.0,1029.2,LOW RISK,LOW RISK,ENROUTE SAFE 
10.35702,10.0,0.0,1028.7,LOW RISK,LOW RISK,ENROUTE SAFE 
11.5078,10.0,0.0,1028.7,LOW RISK,LOW RISK,ENROUTE SAFE 
10.35702,10.0,0.0,1029.3,LOW RISK,LOW RISK,ENROUTE SAFE 
13.80936,10.0,0.0,1029.8,LOW RISK,LOW RISK,ENROUTE SAFE 
13.80936,10.0,0.0,1030.5,LOW RISK,LOW RISK,ENROUTE SAFE 
12.65858,10.0,0.0,1031.1,LOW RISK,LOW RISK,ENROUTE SAFE 
11.5078,10.0,0.0,1031.0,LOW RISK,LOW RISK,ENROUTE SAFE 
10.35702,10.0,0.0,1030.4,LOW RISK,LOW RISK,ENROUTE SAFE 
9.20624,10.0,0.0,1028.8,LOW RISK,LOW RISK,ENROUTE SAFE 
13.80936,10.0,0.0,1028.5,LOW RISK,LOW RISK,ENROUTE SAFE 
12.65858,10.0,0.0,1028.1,LOW RISK,LOW RISK,ENROUTE SAFE 
11.5078,10.0,0.0,1028.5,LOW RISK,LOW RISK,ENROUTE SAFE 
12.65858,10.0,0.0,1028.3,LOW RISK,LOW RISK,ENROUTE SAFE 
10.35702,10.0,0.0,1028.4,LOW RISK,LOW RISK,ENROUTE SAFE 
11.5078,10.0,0.0,1028.6,LOW RISK,LOW RISK,ENROUTE SAFE 
12.65858,10.0,0.0,1029.1,LOW RISK,LOW RISK,ENROUTE SAFE 
10.35702,10.0,0.0,1029.2,LOW RISK,LOW RISK,ENROUTE SAFE 
11.5078,10.0,0.0,1029.4,LOW RISK,LOW RISK,ENROUTE SAFE 
5.7539,9.0,0.0,1029.0,LOW RISK,LOW RISK,ENROUTE SAFE 
6.90468,9.0,0.0,1029.7,LOW RISK,LOW RISK,ENROUTE SAFE 
6.90468,10.0,0.0,1029.6,LOW RISK,LOW RISK,ENROUTE SAFE 
5.7539,10.0,0.0,1029.6,LOW RISK,LOW RISK,ENROUTE SAFE 
3.45234,10.0,0.0,1029.1,LOW RISK,LOW RISK,ENROUTE SAFE 
4.60312,10.0,0.0,1029.1,LOW RISK,LOW RISK,ENROUTE SAFE 
0.0,9.0,0.0,1028.7,LOW RISK,LOW RISK,ENROUTE SAFE 
0.0,9.0,0.0,1028.6,LOW RISK,LOW RISK,ENROUTE SAFE 
0.0,10.0,0.0,1028.4,LOW RISK,LOW RISK,ENROUTE SAFE 
0.0,9.0,0.0,1028.6,LOW RISK,LOW RISK,ENROUTE SAFE 
3.45234,8.0,0.0,1029.1,LOW RISK,LOW RISK,ENROUTE SAFE 
0.0,7.0,0.0,1029.2,LOW RISK,LOW RISK,ENROUTE SAFE 
4.60312,8.0,0.0,1029.0,LOW RISK,LOW RISK,ENROUTE SAFE 
9.20624,10.0,0.0,1027.2,LOW RISK,LOW RISK,ENROUTE SAFE 
6.90468,10.0,0.0,1026.3,LOW RISK,LOW RISK,ENROUTE SAFE 
9.20624,10.0,0.0,1024.6,LOW RISK,LOW RISK,ENROUTE SAFE 
6.90468,10.0,0.0,1025.1,LOW RISK,LOW RISK,ENROUTE SAFE 
9.20624,10.0,0.0,1022.5,LOW RISK,LOW RISK,ENROUTE SAFE 
8.05546,10.0,0.0,1021.4,LOW RISK,LOW RISK,ENROUTE SAFE 
6.90468,10.0,0.0,1021.1,LOW RISK,LOW RISK,ENROUTE SAFE 
8.05546,10.0,0.0,1022.1,LOW RISK,LOW RISK,ENROUTE SAFE 
17.2617,10.0,0.0,1022.4,LOW RISK,LOW RISK,ENROUTE SAFE 
16.11092,10.0,0.0,1022.8,LOW RISK,LOW RISK,ENROUTE SAFE 
16.11092,10.0,0.0,1022.6,LOW RISK,LOW RISK,ENROUTE SAFE 
16.11092,10.0,0.0,1022.7,LOW RISK,LOW RISK,ENROUTE SAFE 
16.11092,10.0,0.0,1023.5,LOW RISK,LOW RISK,ENROUTE SAFE 
18.41248,10.0,0.0,1023.8,LOW RISK,MODERATE RISK,ENROUTE SAFE 
14.96014,10.0,0.0,1024.6,LOW RISK,LOW RISK,ENROUTE SAFE 
10.35702,10.0,0.0,1025.8,LOW RISK,LOW RISK,ENROUTE SAFE 
8.05546,10.0,0.0,1026.8,LOW RISK,LOW RISK,ENROUTE SAFE 
11.5078,10.0,0.0,1027.5,LOW RISK,LOW RISK,ENROUTE SAFE 
14.96014,10.0,0.0,1028.1,LOW RISK,LOW RISK,ENROUTE SAFE 
12.65858,10.0,0.0,1028.9,LOW RISK,LOW RISK,ENROUTE SAFE 
10.35702,10.0,0.0,1029.8,LOW RISK,LOW RISK,ENROUTE SAFE 
16.11092,10.0,0.0,1031.3,LOW RISK,LOW RISK,ENROUTE SAFE 
14.96014,10.0,0.0,1032.2,LOW RISK,LOW RISK,ENROUTE SAFE 
21.86482,10.0,0.0,1032.8,MODERATE RISK,MODERATE RISK,ENROUTE SAFE 
21.86482,10.0,0.0,1032.4,MODERATE RISK,MODERATE RISK,ENROUTE SAFE 
16.11092,10.0,0.0,1031.4,LOW RISK,LOW RISK,ENROUTE SAFE 
14.96014,10.0,0.0,1031.3,LOW RISK,LOW RISK,ENROUTE SAFE 
14.96014,10.0,0.0,1031.7,LOW RISK,LOW RISK,ENROUTE SAFE 
11.5078,10.0,0.0,1032.0,LOW RISK,LOW RISK,ENROUTE SAFE 
12.65858,10.0,0.0,1032.5,LOW RISK,LOW RISK,ENROUTE SAFE 
12.65858,10.0,0.0,1033.0,LOW RISK,LOW RISK,ENROUTE SAFE 
6.90468,10.0,0.0,1033.2,LOW RISK,LOW RISK,ENROUTE SAFE 
6.90468,10.0,0.0,1033.8,LOW RISK,LOW RISK,ENROUTE SAFE 
5.7539,10.0,0.0,1034.2,LOW RISK,LOW RISK,ENROUTE SAFE 
6.90468,10.0,0.0,1034.0,LOW RISK,LOW RISK,ENROUTE SAFE 
5.7539,10.0,0.0,1034.2,LOW RISK,LOW RISK,ENROUTE SAFE 
5.7539,10.0,0.0,1034.5,LOW RISK,LOW RISK,ENROUTE SAFE 
4.60312,10.0,0.0,1034.6,LOW RISK,LOW RISK,ENROUTE SAFE 
8.05546,10.0,0.0,1034.1,LOW RISK,LOW RISK,ENROUTE SAFE 
6.90468,10.0,0.0,1033.7,LOW RISK,LOW RISK,ENROUTE SAFE 
4.60312,10.0,0.0,1033.5,LOW RISK,LOW RISK,ENROUTE SAFE 
6.90468,10.0,0.0,1032.7,LOW RISK,LOW RISK,ENROUTE SAFE 
5.7539,10.0,0.0,1031.6,LOW RISK,LOW RISK,ENROUTE SAFE 
4.60312,10.0,0.0,1031.8,LOW RISK,LOW RISK,ENROUTE SAFE 
0.0,10.0,0.0,1032.5,LOW RISK,LOW RISK,ENROUTE SAFE 
0.0,10.0,0.0,1032.7,LOW RISK,LOW RISK,ENROUTE SAFE 
6.90468,10.0,0.0,1031.8,LOW RISK,LOW RISK,ENROUTE SAFE 
4.60312,10.0,0.0,1031.8,LOW RISK,LOW RISK,ENROUTE SAFE 
6.90468,10.0,0.0,1030.7,LOW RISK,LOW RISK,ENROUTE SAFE 
11.5078,10.0,0.0,1028.8,LOW RISK,LOW RISK,ENROUTE SAFE 
9.20624,10.0,0.0,1027.9,LOW RISK,LOW RISK,ENROUTE SAFE 
6.90468,10.0,0.0,1027.2,LOW RISK,LOW RISK,ENROUTE SAFE 
8.05546,10.0,0.0,1026.5,LOW RISK,LOW RISK,ENROUTE SAFE 
6.90468,10.0,0.0,1025.4,LOW RISK,LOW RISK,ENROUTE SAFE 
3.45234,6.0,0.13,1022.4,MODERATE RISK,LOW RISK,ENROUTE SAFE 
5.7539,4.0,0.06,1021.3,MODERATE RISK,LOW RISK,ENROUTE CAUTION
9.20624,6.0,0.07,1020.0,LOW RISK,LOW RISK,ENROUTE SAFE 
8.05546,3.0,0.02,1019.2,MODERATE RISK,MODERATE RISK,ENROUTE CAUTION
8.05546,1.5,0.04,1018.5,HIGH RISK,HIGH RISK,ENROUTE CRITICAL
5.7539,1.5,0.01,1018.5,HIGH RISK,HIGH RISK,ENROUTE CRITICAL
10.35702,1.5,0.01,1018.7,HIGH RISK,HIGH RISK,ENROUTE CRITICAL
10.35702,2.0,0.0,1018.5,HIGH RISK,MODERATE RISK,ENROUTE CRITICAL
10.35702,4.0,0.0,1018.2,MODERATE RISK,LOW RISK,ENROUTE CAUTION
9.20624,4.0,0.0,1019.2,MODERATE RISK,LOW RISK,ENROUTE CAUTION
12.65858,3.0,0.0,1019.5,MODERATE RISK,MODERATE RISK,ENROUTE CAUTION
8.05546,7.0,0.0,1020.4,LOW RISK,LOW RISK,ENROUTE SAFE 
9.20624,6.0,0.0,1021.0,LOW RISK,LOW RISK,ENROUTE SAFE 
11.5078,7.0,0.0,1021.1,LOW RISK,LOW RISK,ENROUTE SAFE 
4.60312,1.0,0.0,1021.0,HIGH RISK,HIGH RISK,ENROUTE CRITICAL
5.7539,2.0,0.0,1020.8,HIGH RISK,MODERATE RISK,ENROUTE CRITICAL
5.7539,2.5,0.0,1020.5,HIGH RISK,MODERATE RISK,ENROUTE CRITICAL
5.7539,3.0,0.0,1021.4,MODERATE RISK,MODERATE RISK,ENROUTE CAUTION
0.0,3.0,0.0,1021.0,MODERATE RISK,MODERATE RISK,ENROUTE CAUTION
5.7539,2.0,0.0,1020.8,HIGH RISK,MODERATE RISK,ENROUTE CRITICAL
0.0,2.0,0.0,1021.5,HIGH RISK,MODERATE RISK,ENROUTE CRITICAL
5.7539,2.0,0.0,1022.2,HIGH RISK,MODERATE RISK,ENROUTE CRITICAL
4.60312,1.0,0.0,1021.6,HIGH RISK,HIGH RISK,ENROUTE CRITICAL
0.0,0.25,0.0,1021.9,HIGH RISK,HIGH RISK,ENROUTE CRITICAL
0.0,0.25,0.0,1020.9,HIGH RISK,HIGH RISK,ENROUTE CRITICAL
4.60312,0.25,0.0,1021.1,HIGH RISK,HIGH RISK,ENROUTE CRITICAL
3.45234,0.25,0.0,1020.9,HIGH RISK,HIGH RISK,ENROUTE CRITICAL
6.90468,0.25,0.0,1021.2,HIGH RISK,HIGH RISK,ENROUTE CRITICAL
9.20624,0.25,0.0,1021.5,HIGH RISK,HIGH RISK,ENROUTE CRITICAL
6.90468,0.5,0.0,1021.7,HIGH RISK,HIGH RISK,ENROUTE CRITICAL
6.90468,0.25,0.0,1020.5,HIGH RISK,HIGH RISK,ENROUTE CRITICAL
6.90468,0.25,0.0,1019.8,HIGH RISK,HIGH RISK,ENROUTE CRITICAL
9.20624,6.0,0.0,1018.8,LOW RISK,LOW RISK,ENROUTE SAFE 
10.35702,9.0,0.0,1018.8,LOW RISK,LOW RISK,ENROUTE SAFE 
10.35702,10.0,0.0,1018.2,LOW RISK,LOW RISK,ENROUTE SAFE 
12.65858,10.0,0.0,1018.2,LOW RISK,LOW RISK,ENROUTE SAFE 
6.90468,0.25,0.0,1017.5,HIGH RISK,HIGH RISK,ENROUTE CRITICAL
4.60312,0.25,0.0,1017.2,HIGH RISK,HIGH RISK,ENROUTE CRITICAL
0.0,0.25,0.0,1017.3,HIGH RISK,HIGH RISK,ENROUTE CRITICAL
3.45234,0.25,0.0,1016.7,HIGH RISK,HIGH RISK,ENROUTE CRITICAL
4.60312,0.25,0.0,1016.9,HIGH RISK,HIGH RISK,ENROUTE CRITICAL
6.90468,0.25,0.0,1016.1,HIGH RISK,HIGH RISK,ENROUTE CRITICAL
5.7539,0.25,0.0,1016.2,HIGH RISK,HIGH RISK,ENROUTE CRITICAL
6.90468,0.25,0.0,1016.5,HIGH RISK,HIGH RISK,ENROUTE CRITICAL
4.60312,0.25,0.0,1017.6,HIGH RISK,HIGH RISK,ENROUTE CRITICAL
11.5078,10.0,0.0,1018.9,LOW RISK,LOW RISK,ENROUTE SAFE 
16.11092,10.0,0.0,1018.1,LOW RISK,LOW RISK,ENROUTE SAFE 
14.96014,10.0,0.0,1018.9,LOW RISK,LOW RISK,ENROUTE SAFE 
14.96014,10.0,0.0,1020.4,LOW RISK,LOW RISK,ENROUTE SAFE 
12.65858,10.0,0.0,1020.4,LOW RISK,LOW RISK,ENROUTE SAFE 
11.5078,10.0,0.0,1021.0,LOW RISK,LOW RISK,ENROUTE SAFE 
9.20624,10.0,0.0,1021.6,LOW RISK,LOW RISK,ENROUTE SAFE 
9.20624,10.0,0.0,1022.1,LOW RISK,LOW RISK,ENROUTE SAFE 
14.96014,10.0,0.0,1024.8,LOW RISK,LOW RISK,ENROUTE SAFE 
13.80936,10.0,0.01,1025.3,LOW RISK,LOW RISK,ENROUTE SAFE 
11.5078,10.0,0.01,1026.0,LOW RISK,LOW RISK,ENROUTE SAFE 
8.05546,10.0,0.01,1025.3,LOW RISK,LOW RISK,ENROUTE SAFE 
5.7539,10.0,0.03,1025.4,LOW RISK,LOW RISK,ENROUTE SAFE 
9.20624,10.0,0.03,1025.4,LOW RISK,LOW RISK,ENROUTE SAFE 
6.90468,10.0,0.01,1024.3,LOW RISK,LOW RISK,ENROUTE SAFE 
5.7539,10.0,0.01,1024.6,LOW RISK,LOW RISK,ENROUTE SAFE 
8.05546,10.0,0.0,1025.2,LOW RISK,LOW RISK,ENROUTE SAFE 
11.5078,10.0,0.0,1026.0,LOW RISK,LOW RISK,ENROUTE SAFE 
11.5078,10.0,0.0,1026.4,LOW RISK,LOW RISK,ENROUTE SAFE 
12.65858,10.0,0.0,1027.6,LOW RISK,LOW RISK,ENROUTE SAFE 
